modulo_codigo,modulo,submodulo_codigo,submodulo,ordem_funcao,funcao
PLATFORM,Plataforma,SM-PLATFORM-04,"Desktop, offline e sincronização",2,Manter banco local criptografado e subconjunto de dados autorizado.
PLATFORM,Plataforma,SM-PLATFORM-04,"Desktop, offline e sincronização",3,"Permitir todas as operações offline previstas, com fila local."
PLATFORM,Plataforma,SM-PLATFORM-04,"Desktop, offline e sincronização",4,Sincronizar quando a internet retornar usando idempotência e cursor.
PLATFORM,Plataforma,SM-PLATFORM-04,"Desktop, offline e sincronização",5,Detectar conflito de versão e impedir sobrescrita silenciosa.
PLATFORM,Plataforma,SM-PLATFORM-04,"Desktop, offline e sincronização",6,Encaminhar conflitos para revisão manual.
PLATFORM,Plataforma,SM-PLATFORM-04,"Desktop, offline e sincronização",7,"Exibir status de conexão, fila, última sincronização e erros."
PLATFORM,Plataforma,SM-PLATFORM-04,"Desktop, offline e sincronização",8,Impedir autorização fiscal externa fictícia durante o modo offline.
PLATFORM,Plataforma,SM-PLATFORM-05,"APIs, jobs, observabilidade e continuidade",1,Publicar APIs versionadas e contratos OpenAPI.
PLATFORM,Plataforma,SM-PLATFORM-05,"APIs, jobs, observabilidade e continuidade",2,Usar eventos/outbox para integrações e processamento assíncrono.
PLATFORM,Plataforma,SM-PLATFORM-05,"APIs, jobs, observabilidade e continuidade",3,"Executar jobs com retry, timeout, idempotência e dead-letter queue."
PLATFORM,Plataforma,SM-PLATFORM-05,"APIs, jobs, observabilidade e continuidade",4,"Gerenciar integrações, credenciais e segredos sem exposição em log."
PLATFORM,Plataforma,SM-PLATFORM-05,"APIs, jobs, observabilidade e continuidade",5,"Coletar logs estruturados, métricas, traces e alertas."
PLATFORM,Plataforma,SM-PLATFORM-05,"APIs, jobs, observabilidade e continuidade",6,"Monitorar Vercel, Railway, banco, filas, desktop e integrações."
PLATFORM,Plataforma,SM-PLATFORM-05,"APIs, jobs, observabilidade e continuidade",7,"Executar backups, retenção, point-in-time recovery e testes de restore."
PLATFORM,Plataforma,SM-PLATFORM-05,"APIs, jobs, observabilidade e continuidade",8,"Manter runbooks, contingência, RTO/RPO e painel de saúde."
COMP,Módulos complementares,SM-COMP-01,Qualidade e certificações,1,"Manter certificados por produto, número, organismo, país e vigência."
COMP,Módulos complementares,SM-COMP-01,Qualidade e certificações,2,Associar certificação ao SKU e despacho.
COMP,Módulos complementares,SM-COMP-01,Qualidade e certificações,3,"Registrar inspeções, resultados, evidências e não conformidades."
COMP,Módulos complementares,SM-COMP-01,Qualidade e certificações,4,Bloquear ou alertar produto sem condição de qualidade conforme regra.
COMP,Módulos complementares,SM-COMP-01,Qualidade e certificações,5,Gerar QR por SKU + despacho e PDF com dados do produto.
COMP,Módulos complementares,SM-COMP-01,Qualidade e certificações,6,Controlar vencimentos e renovação de certificados.
COMP,Módulos complementares,SM-COMP-01,Qualidade e certificações,7,Manter histórico sem apagar certificado anterior.
COMP,Módulos complementares,SM-COMP-01,Qualidade e certificações,8,"Emitir relatórios de conformidade por SKU, lote e fornecedor."
COMP,Módulos complementares,SM-COMP-02,"Garantia, reclamação e devolução",1,"Abrir reclamação vinculada a cliente, venda, SKU e despacho."
COMP,Módulos complementares,SM-COMP-02,"Garantia, reclamação e devolução",2,"Registrar sintomas, fotos, documentos, quantidade e data."
COMP,Módulos complementares,SM-COMP-02,"Garantia, reclamação e devolução",3,"Executar triagem, inspeção e decisão de elegibilidade."
COMP,Módulos complementares,SM-COMP-02,"Garantia, reclamação e devolução",4,"Aprovar, rejeitar ou solicitar informação adicional."
COMP,Módulos complementares,SM-COMP-02,"Garantia, reclamação e devolução",5,"Gerar devolução, reposição, crédito ou outra resolução."
COMP,Módulos complementares,SM-COMP-02,"Garantia, reclamação e devolução",6,"Gerar impacto fiscal, estoque e financeiro somente após decisão."
COMP,Módulos complementares,SM-COMP-02,"Garantia, reclamação e devolução",7,"Controlar SLA, responsável, custo e causa raiz."
COMP,Módulos complementares,SM-COMP-02,"Garantia, reclamação e devolução",8,Preservar histórico e evidências do caso.
COMP,Módulos complementares,SM-COMP-03,Atendimento e SLA,1,"Abrir tickets por cliente, canal, categoria e prioridade."
COMP,Módulos complementares,SM-COMP-03,Atendimento e SLA,2,Roteá-los para setor ou responsável.
COMP,Módulos complementares,SM-COMP-03,Atendimento e SLA,3,Controlar SLA de primeira resposta e resolução.
COMP,Módulos complementares,SM-COMP-03,Atendimento e SLA,4,"Manter comentários, anexos, atividades e comunicação."
COMP,Módulos complementares,SM-COMP-03,Atendimento e SLA,5,Escalar atraso e reabrir ticket quando necessário.
COMP,Módulos complementares,SM-COMP-03,Atendimento e SLA,6,"Vincular ticket a pedido, entrega, fatura, pagamento ou garantia."
COMP,Módulos complementares,SM-COMP-03,Atendimento e SLA,7,"Medir aging, backlog, reabertura e satisfação."
COMP,Módulos complementares,SM-COMP-03,Atendimento e SLA,8,Criar base de conhecimento e respostas padrão.
COMP,Módulos complementares,SM-COMP-04,"Ativos, manutenção, RH e jurídico",1,"Manter cadastro básico de ativos, localização, responsável e valor."
COMP,Módulos complementares,SM-COMP-04,"Ativos, manutenção, RH e jurídico",2,Planejar e registrar manutenção preventiva e corretiva.
COMP,Módulos complementares,SM-COMP-04,"Ativos, manutenção, RH e jurídico",3,"Manter perfil de colaborador, setor, cargo, acesso e documentos mínimos."
COMP,Módulos complementares,SM-COMP-04,"Ativos, manutenção, RH e jurídico",4,Integrar admissão/desligamento com provisionamento de usuário.
COMP,Módulos complementares,SM-COMP-04,"Ativos, manutenção, RH e jurídico",5,"Manter contratos, procurações, documentos legais e vencimentos."
COMP,Módulos complementares,SM-COMP-04,"Ativos, manutenção, RH e jurídico",6,"Criar alertas de renovação, obrigação e risco jurídico."
COMP,Módulos complementares,SM-COMP-04,"Ativos, manutenção, RH e jurídico",7,"Controlar anexos, responsável, status e aprovação."
COMP,Módulos complementares,SM-COMP-04,"Ativos, manutenção, RH e jurídico",8,Permitir ativação gradual por feature flag.
COMP,Módulos complementares,SM-COMP-05,"BI, KPIs e compliance",1,"Manter catálogo de KPIs com fórmula, fonte, granularidade e vigência."
COMP,Módulos complementares,SM-COMP-05,"BI, KPIs e compliance",2,Criar dashboards executivos e operacionais por perfil.
COMP,Módulos complementares,SM-COMP-05,"BI, KPIs e compliance",3,"Calcular vendas, margem, estoque, caixa, custo, atraso e conversão."
COMP,Módulos complementares,SM-COMP-05,"BI, KPIs e compliance",4,Permitir drill-down do KPI ao dado transacional.
COMP,Módulos complementares,SM-COMP-05,"BI, KPIs e compliance",5,"Configurar metas, thresholds e alertas."
COMP,Módulos complementares,SM-COMP-05,"BI, KPIs e compliance",6,"Abrir casos de compliance, risco ou exceção."
COMP,Módulos complementares,SM-COMP-05,"BI, KPIs e compliance",7,"Controlar plano de ação, responsável, prazo e evidência."
COMP,Módulos complementares,SM-COMP-05,"BI, KPIs e compliance",8,Publicar indicadores com versão e trilha de auditoria.
QA,"Testes, migração e implantação",SM-QA-01,Arquitetura de testes e quality gates,1,"Definir pirâmide de testes: unitário, integração, contrato, E2E e UAT."
QA,"Testes, migração e implantação",SM-QA-01,Arquitetura de testes e quality gates,2,"Manter casos, dados, suites, execuções e evidências."
QA,"Testes, migração e implantação",SM-QA-01,Arquitetura de testes e quality gates,3,"Criar quality gates de lint, typecheck, testes e segurança no CI."
QA,"Testes, migração e implantação",SM-QA-01,Arquitetura de testes e quality gates,4,"Testar precisão decimal, arredondamento, idempotência e concorrência."
QA,"Testes, migração e implantação",SM-QA-01,Arquitetura de testes e quality gates,5,"Testar permissões, auditoria, estados, reversões e acessibilidade."
QA,"Testes, migração e implantação",SM-QA-01,Arquitetura de testes e quality gates,6,"Triar defeitos por severidade, prioridade e módulo."
QA,"Testes, migração e implantação",SM-QA-01,Arquitetura de testes e quality gates,7,Bloquear merge/release com falha crítica.
QA,"Testes, migração e implantação",SM-QA-01,Arquitetura de testes e quality gates,8,Gerar relatório de cobertura e risco residual.
QA,"Testes, migração e implantação",SM-QA-02,Migração e reconciliação,1,"Definir inventário de dados mestres, saldos e documentos a migrar."
QA,"Testes, migração e implantação",SM-QA-02,Migração e reconciliação,2,"Criar layouts, regras de transformação e validação."
QA,"Testes, migração e implantação",SM-QA-02,Migração e reconciliação,3,Importar em batches idempotentes com resultado por registro.
QA,"Testes, migração e implantação",SM-QA-02,Migração e reconciliação,4,"Manter rejeitados, correções e reprocessamento."
QA,"Testes, migração e implantação",SM-QA-02,Migração e reconciliação,5,"Reconciliar contagem, valores, saldos e amostras."
QA,"Testes, migração e implantação",SM-QA-02,Migração e reconciliação,6,Gerar propostas de lançamento a partir de extratos/documentos sem postar automaticamente.
QA,"Testes, migração e implantação",SM-QA-02,Migração e reconciliação,7,"Preservar origem, arquivo, linha e hash."
QA,"Testes, migração e implantação",SM-QA-02,Migração e reconciliação,8,Emitir termo de aceite da migração.
QA,"Testes, migração e implantação",SM-QA-03,"Release, cutover e rollback",1,"Manter catálogo de releases, escopo, dependências e feature flags."
QA,"Testes, migração e implantação",SM-QA-03,"Release, cutover e rollback",2,"Planejar cutover com tarefas, responsáveis, horário e evidências."
QA,"Testes, migração e implantação",SM-QA-03,"Release, cutover e rollback",3,Executar ensaios de implantação e rollback.
QA,"Testes, migração e implantação",SM-QA-03,"Release, cutover e rollback",4,"Controlar migrations, compatibilidade e ordem de deploy."
QA,"Testes, migração e implantação",SM-QA-03,"Release, cutover e rollback",5,Congelar dados e operações quando necessário.
QA,"Testes, migração e implantação",SM-QA-03,"Release, cutover e rollback",6,Validar smoke tests após deploy.
QA,"Testes, migração e implantação",SM-QA-03,"Release, cutover e rollback",7,Aplicar matriz de decisão para rollback.
QA,"Testes, migração e implantação",SM-QA-03,"Release, cutover e rollback",8,"Registrar aprovação, resultado e lições aprendidas."
QA,"Testes, migração e implantação",SM-QA-04,"Carga, segurança, offline e DR",1,"Executar testes de carga, volume, concorrência e endurance."
QA,"Testes, migração e implantação",SM-QA-04,"Carga, segurança, offline e DR",2,"Medir latência, throughput, filas e uso de recursos."
QA,"Testes, migração e implantação",SM-QA-04,"Carga, segurança, offline e DR",3,"Testar autenticação, autorização, segredos e vulnerabilidades."
QA,"Testes, migração e implantação",SM-QA-04,"Carga, segurança, offline e DR",4,"Testar desktop offline, sincronização e conflitos."
QA,"Testes, migração e implantação",SM-QA-04,"Carga, segurança, offline e DR",5,Testar indisponibilidade de integrações externas.
QA,"Testes, migração e implantação",SM-QA-04,"Carga, segurança, offline e DR",6,"Executar backup, restore e disaster recovery."
QA,"Testes, migração e implantação",SM-QA-04,"Carga, segurança, offline e DR",7,"Validar RTO, RPO e operação de contingência."
QA,"Testes, migração e implantação",SM-QA-04,"Carga, segurança, offline e DR",8,Gerar relatório de capacidade e riscos.
QA,"Testes, migração e implantação",SM-QA-05,"Hypercare, treinamento e incidentes",1,Planejar treinamento por perfil e processo.
QA,"Testes, migração e implantação",SM-QA-05,"Hypercare, treinamento e incidentes",2,"Manter materiais, ambiente e evidência de conclusão."
QA,"Testes, migração e implantação",SM-QA-05,"Hypercare, treinamento e incidentes",3,Criar plano de suporte e hypercare pós-go-live.
QA,"Testes, migração e implantação",SM-QA-05,"Hypercare, treinamento e incidentes",4,"Registrar incidentes, impacto, prioridade e responsável."
QA,"Testes, migração e implantação",SM-QA-05,"Hypercare, treinamento e incidentes",5,"Executar triagem, contenção, correção e comunicação."
QA,"Testes, migração e implantação",SM-QA-05,"Hypercare, treinamento e incidentes",6,"Medir volume, tempo de resposta, recorrência e estabilidade."
QA,"Testes, migração e implantação",SM-QA-05,"Hypercare, treinamento e incidentes",7,Criar base de conhecimento e runbooks.
QA,"Testes, migração e implantação",SM-QA-05,"Hypercare, treinamento e incidentes",8,Encerrar hypercare somente após critérios de estabilidade.
