id,level,unit_id,module,submodule,pr,capability_code,capability,lens_code,lens,layout_id
SM-TREASURY-02-Q0467,SUBMODULE,SM-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,PERF,desempenho e volume,UI,tela e navegação,LAY-26
SM-TREASURY-02-Q0468,SUBMODULE,SM-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,PERF,desempenho e volume,AUT,automação e sugestão,LAY-26
SM-TREASURY-02-Q0469,SUBMODULE,SM-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,PERF,desempenho e volume,INT,integração e offline,LAY-26
SM-TREASURY-02-Q0470,SUBMODULE,SM-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,PERF,desempenho e volume,TST,teste e aceite,LAY-26
SM-TREASURY-02-Q0471,SUBMODULE,SM-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,SEC,segurança e privacidade,TRG,gatilho e entrada,LAY-12
SM-TREASURY-02-Q0472,SUBMODULE,SM-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,SEC,segurança e privacidade,FLD,campos e defaults,LAY-12
SM-TREASURY-02-Q0473,SUBMODULE,SM-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,SEC,segurança e privacidade,STA,estado e ação,LAY-12
SM-TREASURY-02-Q0474,SUBMODULE,SM-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,SEC,segurança e privacidade,EXC,exceções e reversões,LAY-12
SM-TREASURY-02-Q0475,SUBMODULE,SM-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,SEC,segurança e privacidade,BUL,lote e produtividade,LAY-12
SM-TREASURY-02-Q0476,SUBMODULE,SM-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,SEC,segurança e privacidade,ROL,papéis e aprovação,LAY-12
SM-TREASURY-02-Q0477,SUBMODULE,SM-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,SEC,segurança e privacidade,UI,tela e navegação,LAY-12
SM-TREASURY-02-Q0478,SUBMODULE,SM-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,SEC,segurança e privacidade,AUT,automação e sugestão,LAY-12
SM-TREASURY-02-Q0479,SUBMODULE,SM-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,SEC,segurança e privacidade,INT,integração e offline,LAY-12
SM-TREASURY-02-Q0480,SUBMODULE,SM-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,SEC,segurança e privacidade,TST,teste e aceite,LAY-12
SM-TREASURY-02-Q0481,SUBMODULE,SM-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,TEST,testes e evidências,TRG,gatilho e entrada,LAY-27
SM-TREASURY-02-Q0482,SUBMODULE,SM-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,TEST,testes e evidências,FLD,campos e defaults,LAY-27
SM-TREASURY-02-Q0483,SUBMODULE,SM-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,TEST,testes e evidências,STA,estado e ação,LAY-27
SM-TREASURY-02-Q0484,SUBMODULE,SM-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,TEST,testes e evidências,EXC,exceções e reversões,LAY-27
SM-TREASURY-02-Q0485,SUBMODULE,SM-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,TEST,testes e evidências,BUL,lote e produtividade,LAY-27
SM-TREASURY-02-Q0486,SUBMODULE,SM-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,TEST,testes e evidências,ROL,papéis e aprovação,LAY-27
SM-TREASURY-02-Q0487,SUBMODULE,SM-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,TEST,testes e evidências,UI,tela e navegação,LAY-27
SM-TREASURY-02-Q0488,SUBMODULE,SM-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,TEST,testes e evidências,AUT,automação e sugestão,LAY-27
SM-TREASURY-02-Q0489,SUBMODULE,SM-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,TEST,testes e evidências,INT,integração e offline,LAY-27
SM-TREASURY-02-Q0490,SUBMODULE,SM-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,TEST,testes e evidências,TST,teste e aceite,LAY-27
SM-TREASURY-02-Q0491,SUBMODULE,SM-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,MIG,"migração, rollout e suporte",TRG,gatilho e entrada,LAY-28
SM-TREASURY-02-Q0492,SUBMODULE,SM-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,MIG,"migração, rollout e suporte",FLD,campos e defaults,LAY-28
SM-TREASURY-02-Q0493,SUBMODULE,SM-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,MIG,"migração, rollout e suporte",STA,estado e ação,LAY-28
SM-TREASURY-02-Q0494,SUBMODULE,SM-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,MIG,"migração, rollout e suporte",EXC,exceções e reversões,LAY-28
SM-TREASURY-02-Q0495,SUBMODULE,SM-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,MIG,"migração, rollout e suporte",BUL,lote e produtividade,LAY-28
SM-TREASURY-02-Q0496,SUBMODULE,SM-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,MIG,"migração, rollout e suporte",ROL,papéis e aprovação,LAY-28
SM-TREASURY-02-Q0497,SUBMODULE,SM-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,MIG,"migração, rollout e suporte",UI,tela e navegação,LAY-28
SM-TREASURY-02-Q0498,SUBMODULE,SM-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,MIG,"migração, rollout e suporte",AUT,automação e sugestão,LAY-28
SM-TREASURY-02-Q0499,SUBMODULE,SM-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,MIG,"migração, rollout e suporte",INT,integração e offline,LAY-28
SM-TREASURY-02-Q0500,SUBMODULE,SM-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,MIG,"migração, rollout e suporte",TST,teste e aceite,LAY-28
PR-TREASURY-02-Q0001,PR,PR-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,OBJ,objetivo e resultado esperado,SCP,escopo do PR,LAY-02
PR-TREASURY-02-Q0002,PR,PR-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,OBJ,objetivo e resultado esperado,ARC,arquitetura e componentes,LAY-02
PR-TREASURY-02-Q0003,PR,PR-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,OBJ,objetivo e resultado esperado,DB,modelo de dados e migration,LAY-02
PR-TREASURY-02-Q0004,PR,PR-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,OBJ,objetivo e resultado esperado,API,"API, eventos e erros",LAY-02
PR-TREASURY-02-Q0005,PR,PR-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,OBJ,objetivo e resultado esperado,UI,"layout, estados visuais e teclado",LAY-02
PR-TREASURY-02-Q0006,PR,PR-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,OBJ,objetivo e resultado esperado,VAL,"validação, segurança e auditoria",LAY-02
PR-TREASURY-02-Q0007,PR,PR-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,OBJ,objetivo e resultado esperado,NFR,"desempenho, offline e resiliência",LAY-02
PR-TREASURY-02-Q0008,PR,PR-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,OBJ,objetivo e resultado esperado,TST,testes e evidências,LAY-02
PR-TREASURY-02-Q0009,PR,PR-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,OBJ,objetivo e resultado esperado,ROL,"rollout, compatibilidade e rollback",LAY-02
PR-TREASURY-02-Q0010,PR,PR-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,OBJ,objetivo e resultado esperado,REV,revisão e definição de pronto,LAY-02
PR-TREASURY-02-Q0011,PR,PR-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,SCOPE,limites de escopo e exclusões,SCP,escopo do PR,LAY-12
PR-TREASURY-02-Q0012,PR,PR-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,SCOPE,limites de escopo e exclusões,ARC,arquitetura e componentes,LAY-12
PR-TREASURY-02-Q0013,PR,PR-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,SCOPE,limites de escopo e exclusões,DB,modelo de dados e migration,LAY-12
PR-TREASURY-02-Q0014,PR,PR-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,SCOPE,limites de escopo e exclusões,API,"API, eventos e erros",LAY-12
PR-TREASURY-02-Q0015,PR,PR-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,SCOPE,limites de escopo e exclusões,UI,"layout, estados visuais e teclado",LAY-12
PR-TREASURY-02-Q0016,PR,PR-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,SCOPE,limites de escopo e exclusões,VAL,"validação, segurança e auditoria",LAY-12
PR-TREASURY-02-Q0017,PR,PR-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,SCOPE,limites de escopo e exclusões,NFR,"desempenho, offline e resiliência",LAY-12
PR-TREASURY-02-Q0018,PR,PR-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,SCOPE,limites de escopo e exclusões,TST,testes e evidências,LAY-12
PR-TREASURY-02-Q0019,PR,PR-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,SCOPE,limites de escopo e exclusões,ROL,"rollout, compatibilidade e rollback",LAY-12
PR-TREASURY-02-Q0020,PR,PR-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,SCOPE,limites de escopo e exclusões,REV,revisão e definição de pronto,LAY-12
PR-TREASURY-02-Q0021,PR,PR-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,ACTOR,atores e responsabilidades,SCP,escopo do PR,LAY-13
PR-TREASURY-02-Q0022,PR,PR-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,ACTOR,atores e responsabilidades,ARC,arquitetura e componentes,LAY-13
PR-TREASURY-02-Q0023,PR,PR-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,ACTOR,atores e responsabilidades,DB,modelo de dados e migration,LAY-13
PR-TREASURY-02-Q0024,PR,PR-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,ACTOR,atores e responsabilidades,API,"API, eventos e erros",LAY-13
PR-TREASURY-02-Q0025,PR,PR-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,ACTOR,atores e responsabilidades,UI,"layout, estados visuais e teclado",LAY-13
PR-TREASURY-02-Q0026,PR,PR-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,ACTOR,atores e responsabilidades,VAL,"validação, segurança e auditoria",LAY-13
PR-TREASURY-02-Q0027,PR,PR-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,ACTOR,atores e responsabilidades,NFR,"desempenho, offline e resiliência",LAY-13
PR-TREASURY-02-Q0028,PR,PR-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,ACTOR,atores e responsabilidades,TST,testes e evidências,LAY-13
PR-TREASURY-02-Q0029,PR,PR-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,ACTOR,atores e responsabilidades,ROL,"rollout, compatibilidade e rollback",LAY-13
PR-TREASURY-02-Q0030,PR,PR-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,ACTOR,atores e responsabilidades,REV,revisão e definição de pronto,LAY-13
PR-TREASURY-02-Q0031,PR,PR-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,MDM,dados mestres utilizados,SCP,escopo do PR,LAY-01
PR-TREASURY-02-Q0032,PR,PR-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,MDM,dados mestres utilizados,ARC,arquitetura e componentes,LAY-01
PR-TREASURY-02-Q0033,PR,PR-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,MDM,dados mestres utilizados,DB,modelo de dados e migration,LAY-01
PR-TREASURY-02-Q0034,PR,PR-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,MDM,dados mestres utilizados,API,"API, eventos e erros",LAY-01
PR-TREASURY-02-Q0035,PR,PR-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,MDM,dados mestres utilizados,UI,"layout, estados visuais e teclado",LAY-01
PR-TREASURY-02-Q0036,PR,PR-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,MDM,dados mestres utilizados,VAL,"validação, segurança e auditoria",LAY-01
PR-TREASURY-02-Q0037,PR,PR-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,MDM,dados mestres utilizados,NFR,"desempenho, offline e resiliência",LAY-01
PR-TREASURY-02-Q0038,PR,PR-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,MDM,dados mestres utilizados,TST,testes e evidências,LAY-01
PR-TREASURY-02-Q0039,PR,PR-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,MDM,dados mestres utilizados,ROL,"rollout, compatibilidade e rollback",LAY-01
PR-TREASURY-02-Q0040,PR,PR-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,MDM,dados mestres utilizados,REV,revisão e definição de pronto,LAY-01
PR-TREASURY-02-Q0041,PR,PR-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,HDR,dados de cabeçalho,SCP,escopo do PR,LAY-02
PR-TREASURY-02-Q0042,PR,PR-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,HDR,dados de cabeçalho,ARC,arquitetura e componentes,LAY-02
PR-TREASURY-02-Q0043,PR,PR-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,HDR,dados de cabeçalho,DB,modelo de dados e migration,LAY-02
PR-TREASURY-02-Q0044,PR,PR-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,HDR,dados de cabeçalho,API,"API, eventos e erros",LAY-02
PR-TREASURY-02-Q0045,PR,PR-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,HDR,dados de cabeçalho,UI,"layout, estados visuais e teclado",LAY-02
PR-TREASURY-02-Q0046,PR,PR-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,HDR,dados de cabeçalho,VAL,"validação, segurança e auditoria",LAY-02
PR-TREASURY-02-Q0047,PR,PR-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,HDR,dados de cabeçalho,NFR,"desempenho, offline e resiliência",LAY-02
PR-TREASURY-02-Q0048,PR,PR-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,HDR,dados de cabeçalho,TST,testes e evidências,LAY-02
PR-TREASURY-02-Q0049,PR,PR-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,HDR,dados de cabeçalho,ROL,"rollout, compatibilidade e rollback",LAY-02
PR-TREASURY-02-Q0050,PR,PR-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,HDR,dados de cabeçalho,REV,revisão e definição de pronto,LAY-02
PR-TREASURY-02-Q0051,PR,PR-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,LINE,linhas e detalhamento,SCP,escopo do PR,LAY-07
PR-TREASURY-02-Q0052,PR,PR-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,LINE,linhas e detalhamento,ARC,arquitetura e componentes,LAY-07
PR-TREASURY-02-Q0053,PR,PR-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,LINE,linhas e detalhamento,DB,modelo de dados e migration,LAY-07
PR-TREASURY-02-Q0054,PR,PR-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,LINE,linhas e detalhamento,API,"API, eventos e erros",LAY-07
PR-TREASURY-02-Q0055,PR,PR-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,LINE,linhas e detalhamento,UI,"layout, estados visuais e teclado",LAY-07
PR-TREASURY-02-Q0056,PR,PR-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,LINE,linhas e detalhamento,VAL,"validação, segurança e auditoria",LAY-07
PR-TREASURY-02-Q0057,PR,PR-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,LINE,linhas e detalhamento,NFR,"desempenho, offline e resiliência",LAY-07
PR-TREASURY-02-Q0058,PR,PR-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,LINE,linhas e detalhamento,TST,testes e evidências,LAY-07
PR-TREASURY-02-Q0059,PR,PR-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,LINE,linhas e detalhamento,ROL,"rollout, compatibilidade e rollback",LAY-07
PR-TREASURY-02-Q0060,PR,PR-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,LINE,linhas e detalhamento,REV,revisão e definição de pronto,LAY-07
PR-TREASURY-02-Q0061,PR,PR-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,STATE,estados do ciclo de vida,SCP,escopo do PR,LAY-09
PR-TREASURY-02-Q0062,PR,PR-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,STATE,estados do ciclo de vida,ARC,arquitetura e componentes,LAY-09
PR-TREASURY-02-Q0063,PR,PR-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,STATE,estados do ciclo de vida,DB,modelo de dados e migration,LAY-09
PR-TREASURY-02-Q0064,PR,PR-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,STATE,estados do ciclo de vida,API,"API, eventos e erros",LAY-09
PR-TREASURY-02-Q0065,PR,PR-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,STATE,estados do ciclo de vida,UI,"layout, estados visuais e teclado",LAY-09
PR-TREASURY-02-Q0066,PR,PR-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,STATE,estados do ciclo de vida,VAL,"validação, segurança e auditoria",LAY-09
PR-TREASURY-02-Q0067,PR,PR-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,STATE,estados do ciclo de vida,NFR,"desempenho, offline e resiliência",LAY-09
PR-TREASURY-02-Q0068,PR,PR-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,STATE,estados do ciclo de vida,TST,testes e evidências,LAY-09
PR-TREASURY-02-Q0069,PR,PR-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,STATE,estados do ciclo de vida,ROL,"rollout, compatibilidade e rollback",LAY-09
PR-TREASURY-02-Q0070,PR,PR-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,STATE,estados do ciclo de vida,REV,revisão e definição de pronto,LAY-09
PR-TREASURY-02-Q0071,PR,PR-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,TRANS,transições e próxima ação,SCP,escopo do PR,LAY-02
PR-TREASURY-02-Q0072,PR,PR-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,TRANS,transições e próxima ação,ARC,arquitetura e componentes,LAY-02
PR-TREASURY-02-Q0073,PR,PR-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,TRANS,transições e próxima ação,DB,modelo de dados e migration,LAY-02
PR-TREASURY-02-Q0074,PR,PR-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,TRANS,transições e próxima ação,API,"API, eventos e erros",LAY-02
PR-TREASURY-02-Q0075,PR,PR-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,TRANS,transições e próxima ação,UI,"layout, estados visuais e teclado",LAY-02
PR-TREASURY-02-Q0076,PR,PR-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,TRANS,transições e próxima ação,VAL,"validação, segurança e auditoria",LAY-02
PR-TREASURY-02-Q0077,PR,PR-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,TRANS,transições e próxima ação,NFR,"desempenho, offline e resiliência",LAY-02
PR-TREASURY-02-Q0078,PR,PR-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,TRANS,transições e próxima ação,TST,testes e evidências,LAY-02
PR-TREASURY-02-Q0079,PR,PR-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,TRANS,transições e próxima ação,ROL,"rollout, compatibilidade e rollback",LAY-02
PR-TREASURY-02-Q0080,PR,PR-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,TRANS,transições e próxima ação,REV,revisão e definição de pronto,LAY-02
PR-TREASURY-02-Q0081,PR,PR-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,TRIG,gatilhos e eventos,SCP,escopo do PR,LAY-09
PR-TREASURY-02-Q0082,PR,PR-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,TRIG,gatilhos e eventos,ARC,arquitetura e componentes,LAY-09
PR-TREASURY-02-Q0083,PR,PR-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,TRIG,gatilhos e eventos,DB,modelo de dados e migration,LAY-09
PR-TREASURY-02-Q0084,PR,PR-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,TRIG,gatilhos e eventos,API,"API, eventos e erros",LAY-09
PR-TREASURY-02-Q0085,PR,PR-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,TRIG,gatilhos e eventos,UI,"layout, estados visuais e teclado",LAY-09
PR-TREASURY-02-Q0086,PR,PR-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,TRIG,gatilhos e eventos,VAL,"validação, segurança e auditoria",LAY-09
PR-TREASURY-02-Q0087,PR,PR-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,TRIG,gatilhos e eventos,NFR,"desempenho, offline e resiliência",LAY-09
PR-TREASURY-02-Q0088,PR,PR-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,TRIG,gatilhos e eventos,TST,testes e evidências,LAY-09
PR-TREASURY-02-Q0089,PR,PR-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,TRIG,gatilhos e eventos,ROL,"rollout, compatibilidade e rollback",LAY-09
PR-TREASURY-02-Q0090,PR,PR-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,TRIG,gatilhos e eventos,REV,revisão e definição de pronto,LAY-09
PR-TREASURY-02-Q0091,PR,PR-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,APPR,aprovações e alçadas,SCP,escopo do PR,LAY-03
PR-TREASURY-02-Q0092,PR,PR-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,APPR,aprovações e alçadas,ARC,arquitetura e componentes,LAY-03
PR-TREASURY-02-Q0093,PR,PR-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,APPR,aprovações e alçadas,DB,modelo de dados e migration,LAY-03
PR-TREASURY-02-Q0094,PR,PR-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,APPR,aprovações e alçadas,API,"API, eventos e erros",LAY-03
PR-TREASURY-02-Q0095,PR,PR-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,APPR,aprovações e alçadas,UI,"layout, estados visuais e teclado",LAY-03
PR-TREASURY-02-Q0096,PR,PR-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,APPR,aprovações e alçadas,VAL,"validação, segurança e auditoria",LAY-03
PR-TREASURY-02-Q0097,PR,PR-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,APPR,aprovações e alçadas,NFR,"desempenho, offline e resiliência",LAY-03
PR-TREASURY-02-Q0098,PR,PR-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,APPR,aprovações e alçadas,TST,testes e evidências,LAY-03
PR-TREASURY-02-Q0099,PR,PR-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,APPR,aprovações e alçadas,ROL,"rollout, compatibilidade e rollback",LAY-03
PR-TREASURY-02-Q0100,PR,PR-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,APPR,aprovações e alçadas,REV,revisão e definição de pronto,LAY-03
PR-TREASURY-02-Q0101,PR,PR-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,OVR,override do master,SCP,escopo do PR,LAY-08
PR-TREASURY-02-Q0102,PR,PR-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,OVR,override do master,ARC,arquitetura e componentes,LAY-08
PR-TREASURY-02-Q0103,PR,PR-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,OVR,override do master,DB,modelo de dados e migration,LAY-08
PR-TREASURY-02-Q0104,PR,PR-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,OVR,override do master,API,"API, eventos e erros",LAY-08
PR-TREASURY-02-Q0105,PR,PR-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,OVR,override do master,UI,"layout, estados visuais e teclado",LAY-08
PR-TREASURY-02-Q0106,PR,PR-TREASURY-02,Tesouraria,Pagamentos e terceiros pagadores,PR-TREASURY-02,OVR,override do master,VAL,"validação, segurança e auditoria",LAY-08
